#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# -----START OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# TITLE: Brief title for entire data set,"Species richness of stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE: date of creation of data set,15-Sep-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR: author/owner of data,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR EMAIL:,pnhogan2@illinois.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR ADDRESS:,https://orcid.org/0000-0002-6546-272X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# AUTHOR WEBSITE: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# OWNERSHIP: Information on who owns/controls the data ,Phillip Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLLABORATORS: One or more lines identifying others who collected/own data,Scott Grubbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# FUNDING SOURCES: Grant numbers or funding sources for acknowlegment,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# REPOSITORY: One or more lines for GitHub, Dryad, or permanent web repositories where data set can be accessed",https://datadryad.org/stash/dataset/doi:10.5061/dryad.hdr7sqvmg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CITATIONS: One or more lines for publications that cite or use these data,"Hogan, Phillip; Grubbs, Scott (2022). Data from: Distributional trends and species richness of Maryland, USA stoneflies (Insecta: Plecoptera), with an emphasis on the Appalachian region [Dataset]. Dryad. https://doi.org/10.5061/dryad.hdr7sqvmg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING LOCATIONS: One or more lines about where data were collected; GPS for individual sites should be data columns,"Appalachian Region, Maryland (USA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# SAMPLING TIMES: One more lines on when data were collected,1990's and 2020-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# VARIABLE DESCRIPTION: One line for each column in the data set stating what it is and what the units of measurement are,Type: What kind of collection this individual was,kingdom,phylum,class,order,family,genus,specificEpithet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# MISSING DATA: One or more lines for each variable describing the source of NA values throughout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATA TRACK CHANGES LOG (use this section to record any changes to the data set after it is created),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# DATE:              # CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DATE:              #CHANGES:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- END OF METADATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#/////////////////////////////////////,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ----- START OF DATA -----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,Type,ownerInstitutionCode,catalogNumber,kingdom,phylum,class,order,family,genus,specificEpithet,scientificNameAuthorship,vernacularName,taxonomicStatus,taxonRank,typeStatus,identifiedBy,dateIdentified,eventDate,month,day,year,preparation,recordedBy,fieldNumber,habitat,basisOfRecord,adultMale,adultFemale,immatureNymph,1uvium,individualCount,sex,lifeStage,country,countryCode,stateProvince,county,waterBody,locality,coordinateUncertaintyInMeters,geodeticDatum,georeferencedBy,georeferenceSources,datasetName,accessRights,notes,elevation_m,decimalLongitude,decimalLatitude
251,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,20,4,0,0,1,male,adult,USA,US,Maryland,Allegany,"tributary, Sideling Hill Creek",Orleans Rd. N at U.S. 40,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,299,-78.37874,39.70488
252,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/17/1996,3,17,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,1,male,adult,USA,US,Maryland,Allegany,"tributary, Sideling Hill Creek","Swain Hollow Rd., 0.4 mi SSW Swain Rd. - Divide Ridge Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,174,-78.34191,39.67965
253,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/17/1996,3,17,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,32,24,0,0,1,male,adult,USA,US,Maryland,Allegany,"tributary, Sideling Hill Creek",Orleans Rd. N at U.S. 40,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,299,-78.37874,39.70488
254,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,6,0,0,2,"male, female, ",adult,USA,US,Maryland,Allegany,Deep Run,Fifteenmile Creek Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,222,-78.45234,39.65312
255,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/13/1996,4,13,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,2,female ,adult,USA,US,Maryland,Allegany,Piclic Run,Fifteenmile Creek Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,"Misnamed. Originally Named Biclic Run, Changed to Piclic Run",216,-78.46144,39.6644
256,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/11/1995,3,11,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,1,0,0,2,"male, female, ",adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"High Germany Rd., Nature Conservancy",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,193,-78.33145,39.70867
257,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,6,0,0,2,female ,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Fifteenmile Creek Rd., 1.9 mi N U.S. 40",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,242,-78.45053,39.69592
258,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/17/1996,3,17,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,1,0,0,2,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Orleans Rd. S, 5.0 mi S U.S. 40",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,168,-78.38207,39.63712
259,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/13/1996,4,13,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,2,female ,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek",Rte. 144,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,232,-78.4696,39.67727
260,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/13/1996,4,13,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,2,0,0,2,female ,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Rte. 144, 1.8 mi W I-68",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,242,-78.48054,39.67984
261,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,4/13/1996,4,13,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,3,0,0,3,female ,adult,USA,US,Maryland,Allegany,Fifteenmile Creek,Scenic U.S. 40,10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,225,-78.45292,39.68879
262,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/18/1995,2,18,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,3,0,0,4,"male, female, ",adult,USA,US,Maryland,Allegany,Fifteenmile Creek,"Fifteenmile Creek Rd., 0.3 mi N I-68",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,218,-78.4574,39.67852
263,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/18/1995,2,18,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,1,0,0,4,"male, female, ",adult,USA,US,Maryland,Allegany,Sideling Hill Creek,"High Germany Rd., Nature Conservancy",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,193,-78.33145,39.70867
264,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,4,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Deep Run",Fifteenmile Creek Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,224,-78.45218,39.65292
265,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,1,0,0,4,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Rte. 144, 1.8 mi W I-68",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,242,-78.48054,39.67984
266,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,4,female ,adult,USA,US,Maryland,Allegany,"tributary, Sideling Hill Creek","Stottlemeyer Rd., 0.6 mi NE High Germany Rd.",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,165,-78.35791,39.66679
267,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,5,0,0,5,female ,adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Dug Hill Rd., 1.1 mi NE Fifteenmile Creek Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,211,-78.43579,39.65672
268,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,1/16/1996,1,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,5,2,0,0,7,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Deep Run",Fifteenmile Creek Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,224,-78.45218,39.65292
269,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,6,18,0,0,7,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Davis Rd., Little Pine Lick Hollow, 0.7 mi NW Rte. 144",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,239,-78.47307,39.68344
270,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,1,0,0,8,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Dug Hill Rd., 1.9 mi SE Fifteenmile Creek Rd.",1000,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,297,-78.44736,39.65205
271,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/23/1996,3,23,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,3,1,0,0,9,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Dug Hill Rd., 0.35 mi NE Fifteenmile Creek Rd.",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,302,-78.44226,39.65262
272,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,11,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek",Rte. 144,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,232,-78.4696,39.67727
273,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/17/1996,3,17,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,11,female ,adult,USA,US,Maryland,Allegany,"tributary, Sideling Hill Creek","Norris Rd., 0.6 mi SE Orleans Rd. S",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,312,-78.36401,39.68345
274,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/11/1996,2,11,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,17,3,0,0,16,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Rte. 144, 1.8 mi W I-68",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,242,-78.48054,39.67984
275,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,1/9/1995,1,9,1995,vial,S.A. Grubbs,,stream,PreservedSpecimen,16,1,0,0,17,"male, female, ",adult,USA,US,Maryland,Allegany,Flintstone Creek,Black Valley Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,251,-78.56645,39.70791
276,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/11/1996,2,11,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,1,0,0,0,20,"male, female, ",adult,USA,US,Maryland,Allegany,Piclic Run,Fifteenmile Creek Rd.,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,"Misnamed. Originally Named Biclic Run, Changed to Piclic Run",216,-78.46144,39.6644
277,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,10,1,0,0,23,male,adult,USA,US,Maryland,Allegany,Terrapin Run,U.S. 40,10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,284,-78.42687,39.69131
278,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,3/16/1996,3,16,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,0,1,0,0,24,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Fifteenmile Creek Rd., 0.4 mi N U.S. 40",10,WGS84,P.N. Hogan,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,225,-78.4546,39.68667
279,Collection,WKUC,,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,S.A. Grubbs,NA,2/24/1996,2,24,1996,vial,S.A. Grubbs,,stream,PreservedSpecimen,23,17,0,0,40,"male, female, ",adult,USA,US,Maryland,Allegany,"tributary, Fifteenmile Creek","Rte. 144, 1.8 mi W I-68",10,WGS84,S.A. Grubbs,mapper.acme.com,Maryland Plecoptera Project,No Restrictions,,242,-78.48054,39.67984
280,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/24/1987,12,24,1987,,,,,,0,0,0,0,1,male,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
281,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,11/22/1984,11,22,1984,,,,,,0,0,0,0,2,male,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
282,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/26/1986,12,26,1986,,,,,,0,0,0,0,3,"male, female",adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
283,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/8/1987,12,8,1987,,,,,,0,0,0,0,3,male,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
284,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/24/1987,12,24,1987,,,,,,0,0,0,0,5,male,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
285,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/13/1987,12,13,1987,,,,,,0,0,0,0,6,male,adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
286,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,11/24/1984,11,24,1984,,,,,,0,0,0,0,8,"male, female",adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
287,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,11/30/1984,11,30,1984,,,,,,0,0,0,0,12,"male, female",adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
288,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/9/1984,12,9,1984,,,,,,0,0,0,0,16,"male, female",adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
289,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,12/24/1987,12,24,1987,,,,,,0,0,0,0,60,"male, female",adult,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.2,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
290,Literature,"Literature (Duffield and Nelson, 1990)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,,,,,0,0,0,0,1291,"male, female",-,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.7,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
291,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,,,0,0,0,0,2,,exuvia,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.7,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
292,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,,,0,0,0,0,2,,exuvia,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.4,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
293,Literature,"Literature (Duffield and Nelson, 1993)",,Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Allocapnia,nivicola,"(Fitch, 1847)",Brook Snowfly,accepted,species,not type,,NA,NA,NA,NA,NA,,R.M. Duffield,,,,0,0,0,0,26,,larval,USA,US,Maryland,Frederick,Big Hunting Creek,Catoctin Mountain Park,10000,WGS84,P.N. Hogan,Acme.mapper 2.4,Maryland Plecoptera Project,No restrictions,,454,-77.45,39.61666667
